,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Formua de Venda,Regiao
1742,1743,2023-02-15,São Paulo,Notebook HP,3200.0,5,Cliente_25485,16000.0,Presencial,Sudeste
1751,1752,2024-09-20,São Paulo,Cabo HDMI,40.0,1,Cliente_10048,40.0,Presencial,Sudeste
1755,1756,2024-09-18,São Paulo,Cabo HDMI,40.0,2,Cliente_17997,80.0,Presencial,Sudeste
1756,1757,2024-11-08,São Paulo,Notebook Dell,3500.0,1,Cliente_21107,3500.0,Presencial,Sudeste
1761,1762,2023-12-11,São Paulo,Mouse Gamer,120.0,1,Cliente_24535,120.0,Presencial,Sudeste
1774,1775,2023-06-24,São Paulo,Mouse Gamer,120.0,1,Cliente_1053,120.0,Presencial,Sudeste
1778,1779,2023-08-09,São Paulo,Cabo HDMI,40.0,1,Cliente_792,40.0,Presencial,Sudeste
1801,1802,2024-05-22,São Paulo,"Monitor 27""",1200.0,5,Cliente_15265,6000.0,Presencial,Sudeste
1811,1812,2024-08-03,São Paulo,Notebook Dell,3500.0,1,Cliente_19652,3500.0,Presencial,Sudeste
1814,1815,2024-12-27,São Paulo,iPhone 14,5500.0,1,Cliente_26280,5500.0,Presencial,Sudeste
1825,1826,2023-12-05,São Paulo,"Monitor 27""",1200.0,1,Cliente_26531,1200.0,Presencial,Sudeste
1828,1829,2023-03-07,São Paulo,Teclado Mecânico,250.0,2,Cliente_10769,500.0,Presencial,Sudeste
1829,1830,2024-09-05,São Paulo,Notebook Dell,3500.0,1,Cliente_26454,3500.0,Presencial,Sudeste
1834,1835,2023-04-27,São Paulo,iPhone 14,5500.0,1,Cliente_15697,5500.0,Presencial,Sudeste
1850,1851,2023-06-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28357,2200.0,Presencial,Sudeste
1853,1854,2023-12-20,São Paulo,Notebook Dell,3500.0,1,Cliente_25365,3500.0,Presencial,Sudeste
1860,1861,2023-11-30,São Paulo,Teclado Mecânico,250.0,1,Cliente_22615,250.0,Presencial,Sudeste
1861,1862,2023-09-14,São Paulo,Teclado Mecânico,250.0,1,Cliente_29364,250.0,Presencial,Sudeste
1865,1866,2023-09-30,São Paulo,Notebook HP,3200.0,1,Cliente_7476,3200.0,Presencial,Sudeste
1871,1872,2024-01-05,São Paulo,"Monitor 27""",1200.0,1,Cliente_17915,1200.0,Presencial,Sudeste
1893,1894,2023-01-31,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20678,2200.0,Presencial,Sudeste
1896,1897,2023-06-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_6720,250.0,Presencial,Sudeste
1921,1922,2024-08-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_12045,1200.0,Presencial,Sudeste
1923,1924,2023-09-03,São Paulo,Smartphone Samsung,2200.0,1,Cliente_5004,2200.0,Presencial,Sudeste
1929,1930,2023-06-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28016,2200.0,Presencial,Sudeste
1939,1940,2024-01-12,São Paulo,Mouse Gamer,120.0,5,Cliente_25021,600.0,Presencial,Sudeste
1945,1946,2023-03-05,São Paulo,Cabo HDMI,40.0,1,Cliente_19567,40.0,Presencial,Sudeste
1946,1947,2023-04-30,São Paulo,Notebook Dell,3500.0,1,Cliente_19037,3500.0,Presencial,Sudeste
1948,1949,2024-07-20,São Paulo,iPhone 14,5500.0,1,Cliente_19962,5500.0,Presencial,Sudeste
1953,1954,2024-08-20,São Paulo,iPhone 14,5500.0,1,Cliente_7868,5500.0,Presencial,Sudeste
1956,1957,2023-08-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_6004,250.0,Presencial,Sudeste
1958,1959,2023-05-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_26245,1200.0,Presencial,Sudeste
1961,1962,2023-05-27,São Paulo,Notebook Dell,3500.0,1,Cliente_13752,3500.0,Presencial,Sudeste
1962,1963,2023-08-24,São Paulo,Notebook HP,3200.0,1,Cliente_11067,3200.0,Presencial,Sudeste
1966,1967,2024-12-26,São Paulo,Notebook Dell,3500.0,1,Cliente_1886,3500.0,Presencial,Sudeste
1968,1969,2024-06-02,São Paulo,Notebook Dell,3500.0,1,Cliente_20528,3500.0,Presencial,Sudeste
1971,1972,2023-10-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_16778,1200.0,Presencial,Sudeste
1973,1974,2023-07-03,São Paulo,Cabo HDMI,40.0,1,Cliente_19828,40.0,Presencial,Sudeste
1980,1981,2023-11-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_2137,1200.0,Presencial,Sudeste
1987,1988,2023-08-22,São Paulo,iPhone 14,5500.0,1,Cliente_19175,5500.0,Presencial,Sudeste
1994,1995,2023-06-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_18090,1200.0,Presencial,Sudeste
2003,2004,2024-10-01,São Paulo,Cabo HDMI,40.0,1,Cliente_15734,40.0,Presencial,Sudeste
2007,2008,2024-05-04,São Paulo,Mouse Gamer,120.0,1,Cliente_8428,120.0,Presencial,Sudeste
2008,2009,2024-04-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_9869,1200.0,Presencial,Sudeste
2015,2016,2024-03-19,São Paulo,Cabo HDMI,40.0,1,Cliente_17654,40.0,Presencial,Sudeste
2020,2021,2024-06-01,São Paulo,Mouse Gamer,120.0,1,Cliente_4304,120.0,Presencial,Sudeste
2024,2025,2024-03-28,São Paulo,"Monitor 27""",1200.0,1,Cliente_20536,1200.0,Presencial,Sudeste
2027,2028,2023-11-14,São Paulo,Cabo HDMI,40.0,1,Cliente_14271,40.0,Presencial,Sudeste
2034,2035,2023-09-24,São Paulo,"Monitor 27""",1200.0,3,Cliente_6120,3600.0,Presencial,Sudeste
2038,2039,2024-10-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_14192,250.0,Presencial,Sudeste
2046,2047,2023-06-27,São Paulo,Notebook HP,3200.0,1,Cliente_18415,3200.0,Presencial,Sudeste
2048,2049,2023-02-08,São Paulo,Mouse Gamer,120.0,1,Cliente_24293,120.0,Presencial,Sudeste
2050,2051,2023-01-10,São Paulo,Notebook HP,3200.0,1,Cliente_785,3200.0,Presencial,Sudeste
2057,2058,2024-12-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1403,2200.0,Presencial,Sudeste
2070,2071,2024-08-31,São Paulo,"Monitor 27""",1200.0,2,Cliente_13707,2400.0,Presencial,Sudeste
2074,2075,2024-10-10,São Paulo,Mouse Gamer,120.0,1,Cliente_19815,120.0,Presencial,Sudeste
2089,2090,2023-08-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_2995,1200.0,Presencial,Sudeste
2121,2122,2024-03-07,São Paulo,iPhone 14,5500.0,1,Cliente_22564,5500.0,Presencial,Sudeste
2131,2132,2024-05-25,São Paulo,Notebook Dell,3500.0,1,Cliente_3677,3500.0,Presencial,Sudeste
2136,2137,2023-05-12,São Paulo,Teclado Mecânico,250.0,3,Cliente_3083,750.0,Presencial,Sudeste
2148,2149,2024-10-23,São Paulo,Teclado Mecânico,250.0,1,Cliente_20,250.0,Presencial,Sudeste
2155,2156,2023-12-22,São Paulo,iPhone 14,5500.0,1,Cliente_27402,5500.0,Presencial,Sudeste
2162,2163,2024-09-23,São Paulo,Smartphone Samsung,2200.0,1,Cliente_13130,2200.0,Presencial,Sudeste
2184,2185,2023-03-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_27677,1200.0,Presencial,Sudeste
2190,2191,2024-09-06,São Paulo,Notebook HP,3200.0,1,Cliente_14100,3200.0,Presencial,Sudeste
2200,2201,2024-11-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_25835,1200.0,Presencial,Sudeste
2212,2213,2023-01-22,São Paulo,Notebook HP,3200.0,1,Cliente_3751,3200.0,Presencial,Sudeste
2213,2214,2023-08-29,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21912,2200.0,Presencial,Sudeste
2216,2217,2024-01-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_5655,250.0,Presencial,Sudeste
2221,2222,2024-10-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_18230,2200.0,Presencial,Sudeste
2226,2227,2023-08-28,São Paulo,Mouse Gamer,120.0,5,Cliente_4490,600.0,Presencial,Sudeste
2235,2236,2024-06-27,São Paulo,Cabo HDMI,40.0,1,Cliente_3836,40.0,Presencial,Sudeste
2236,2237,2024-01-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20820,2200.0,Presencial,Sudeste
2247,2248,2023-05-29,São Paulo,Mouse Gamer,120.0,1,Cliente_3575,120.0,Presencial,Sudeste
2249,2250,2023-05-01,São Paulo,Notebook Dell,3500.0,1,Cliente_22858,3500.0,Presencial,Sudeste
2253,2254,2023-06-19,São Paulo,Notebook HP,3200.0,1,Cliente_18450,3200.0,Presencial,Sudeste
2262,2263,2023-03-22,São Paulo,Notebook HP,3200.0,1,Cliente_16573,3200.0,Presencial,Sudeste
2265,2266,2023-02-22,São Paulo,"Monitor 27""",1200.0,3,Cliente_1366,3600.0,Presencial,Sudeste
2281,2282,2024-11-25,São Paulo,Smartphone Samsung,2200.0,1,Cliente_2600,2200.0,Presencial,Sudeste
2283,2284,2024-12-25,São Paulo,Cabo HDMI,40.0,2,Cliente_27457,80.0,Presencial,Sudeste
2290,2291,2023-03-24,São Paulo,Teclado Mecânico,250.0,1,Cliente_23334,250.0,Presencial,Sudeste
2307,2308,2024-05-20,São Paulo,iPhone 14,5500.0,1,Cliente_20432,5500.0,Presencial,Sudeste
2309,2310,2024-05-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22931,2200.0,Presencial,Sudeste
2317,2318,2024-03-01,São Paulo,Notebook Dell,3500.0,5,Cliente_7467,17500.0,Presencial,Sudeste
2319,2320,2024-12-22,São Paulo,Mouse Gamer,120.0,2,Cliente_407,240.0,Presencial,Sudeste
2320,2321,2024-11-19,São Paulo,Mouse Gamer,120.0,2,Cliente_18393,240.0,Presencial,Sudeste
2325,2326,2023-01-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_23527,1200.0,Presencial,Sudeste
2337,2338,2024-06-27,São Paulo,Notebook HP,3200.0,1,Cliente_17613,3200.0,Presencial,Sudeste
2342,2343,2023-10-09,São Paulo,Notebook Dell,3500.0,1,Cliente_27551,3500.0,Presencial,Sudeste
2345,2346,2023-02-19,São Paulo,Cabo HDMI,40.0,1,Cliente_18556,40.0,Presencial,Sudeste
2346,2347,2023-07-24,São Paulo,Mouse Gamer,120.0,1,Cliente_18037,120.0,Presencial,Sudeste
2347,2348,2024-08-07,São Paulo,Notebook HP,3200.0,1,Cliente_25854,3200.0,Presencial,Sudeste
2350,2351,2023-06-16,São Paulo,Cabo HDMI,40.0,2,Cliente_16867,80.0,Presencial,Sudeste
2355,2356,2023-11-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_13055,2200.0,Presencial,Sudeste
2357,2358,2024-08-02,São Paulo,Mouse Gamer,120.0,1,Cliente_2926,120.0,Presencial,Sudeste
2363,2364,2024-05-08,São Paulo,iPhone 14,5500.0,5,Cliente_14116,27500.0,Presencial,Sudeste
2364,2365,2023-03-25,São Paulo,iPhone 14,5500.0,1,Cliente_9001,5500.0,Presencial,Sudeste
2365,2366,2023-12-10,São Paulo,Mouse Gamer,120.0,1,Cliente_12733,120.0,Presencial,Sudeste
2369,2370,2024-11-27,São Paulo,Teclado Mecânico,250.0,1,Cliente_16197,250.0,Presencial,Sudeste
2372,2373,2024-11-23,São Paulo,Cabo HDMI,40.0,1,Cliente_1256,40.0,Presencial,Sudeste
2377,2378,2024-03-12,São Paulo,Cabo HDMI,40.0,1,Cliente_19609,40.0,Presencial,Sudeste
2379,2380,2023-10-16,São Paulo,iPhone 14,5500.0,1,Cliente_12455,5500.0,Presencial,Sudeste
2391,2392,2023-10-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_12790,250.0,Presencial,Sudeste
2397,2398,2023-04-27,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7539,2200.0,Presencial,Sudeste
2404,2405,2024-05-23,São Paulo,Smartphone Samsung,2200.0,2,Cliente_21068,4400.0,Presencial,Sudeste
2427,2428,2024-08-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_665,1200.0,Presencial,Sudeste
2431,2432,2024-01-04,São Paulo,Cabo HDMI,40.0,2,Cliente_18130,80.0,Presencial,Sudeste
2454,2455,2024-01-02,São Paulo,Notebook Dell,3500.0,2,Cliente_1456,7000.0,Presencial,Sudeste
2455,2456,2024-03-23,São Paulo,"Monitor 27""",1200.0,2,Cliente_13116,2400.0,Presencial,Sudeste
2463,2464,2024-11-24,São Paulo,Notebook HP,3200.0,1,Cliente_23112,3200.0,Presencial,Sudeste
2465,2466,2023-07-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10140,2200.0,Presencial,Sudeste
2467,2468,2024-11-05,São Paulo,Notebook Dell,3500.0,5,Cliente_29395,17500.0,Presencial,Sudeste
2469,2470,2024-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_4880,40.0,Presencial,Sudeste
2470,2471,2023-06-20,São Paulo,iPhone 14,5500.0,1,Cliente_20640,5500.0,Presencial,Sudeste
2471,2472,2023-06-18,São Paulo,Notebook HP,3200.0,1,Cliente_12595,3200.0,Presencial,Sudeste
2499,2500,2023-07-28,São Paulo,iPhone 14,5500.0,1,Cliente_5525,5500.0,Presencial,Sudeste
2506,2507,2023-10-19,São Paulo,Notebook Dell,3500.0,1,Cliente_16785,3500.0,Presencial,Sudeste
2507,2508,2023-09-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_28525,250.0,Presencial,Sudeste
2513,2514,2024-10-26,São Paulo,Cabo HDMI,40.0,3,Cliente_13627,120.0,Presencial,Sudeste
2514,2515,2023-07-31,São Paulo,Notebook Dell,3500.0,1,Cliente_19343,3500.0,Presencial,Sudeste
2515,2516,2023-07-12,São Paulo,iPhone 14,5500.0,1,Cliente_23599,5500.0,Presencial,Sudeste
2522,2523,2023-12-26,São Paulo,Cabo HDMI,40.0,3,Cliente_19745,120.0,Presencial,Sudeste
2527,2528,2023-12-30,São Paulo,Notebook Dell,3500.0,1,Cliente_28373,3500.0,Presencial,Sudeste
2532,2533,2023-07-02,São Paulo,Cabo HDMI,40.0,1,Cliente_5566,40.0,Presencial,Sudeste
2550,2551,2023-04-13,São Paulo,Cabo HDMI,40.0,1,Cliente_12018,40.0,Presencial,Sudeste
2553,2554,2023-07-05,São Paulo,iPhone 14,5500.0,1,Cliente_20949,5500.0,Presencial,Sudeste
2593,2594,2024-08-10,São Paulo,iPhone 14,5500.0,1,Cliente_9164,5500.0,Presencial,Sudeste
2595,2596,2024-06-05,São Paulo,Cabo HDMI,40.0,1,Cliente_6337,40.0,Presencial,Sudeste
2619,2620,2023-10-08,São Paulo,Mouse Gamer,120.0,1,Cliente_16892,120.0,Presencial,Sudeste
2624,2625,2024-12-24,São Paulo,iPhone 14,5500.0,1,Cliente_28432,5500.0,Presencial,Sudeste
2630,2631,2024-05-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16930,2200.0,Presencial,Sudeste
2639,2640,2024-08-22,São Paulo,iPhone 14,5500.0,2,Cliente_19940,11000.0,Presencial,Sudeste
2641,2642,2023-07-22,São Paulo,iPhone 14,5500.0,10,Cliente_9152,55000.0,Presencial,Sudeste
2648,2649,2024-05-04,São Paulo,Mouse Gamer,120.0,1,Cliente_28959,120.0,Presencial,Sudeste
2663,2664,2023-02-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_6906,2200.0,Presencial,Sudeste
2664,2665,2023-06-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_16095,250.0,Presencial,Sudeste
2683,2684,2024-06-14,São Paulo,Notebook Dell,3500.0,5,Cliente_5623,17500.0,Presencial,Sudeste
2685,2686,2024-01-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_5794,1200.0,Presencial,Sudeste
2686,2687,2023-01-25,São Paulo,Mouse Gamer,120.0,1,Cliente_15631,120.0,Presencial,Sudeste
2705,2706,2023-02-19,São Paulo,Notebook HP,3200.0,1,Cliente_7204,3200.0,Presencial,Sudeste
2709,2710,2024-10-01,São Paulo,iPhone 14,5500.0,1,Cliente_16775,5500.0,Presencial,Sudeste
2714,2715,2024-05-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_14944,250.0,Presencial,Sudeste
2743,2744,2024-01-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_11992,1200.0,Presencial,Sudeste
2748,2749,2023-09-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_21916,250.0,Presencial,Sudeste
2749,2750,2023-04-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_4803,250.0,Presencial,Sudeste
2763,2764,2024-08-07,São Paulo,Notebook Dell,3500.0,1,Cliente_5144,3500.0,Presencial,Sudeste
2777,2778,2024-04-06,São Paulo,Mouse Gamer,120.0,1,Cliente_18728,120.0,Presencial,Sudeste
2784,2785,2024-02-09,São Paulo,Teclado Mecânico,250.0,2,Cliente_2295,500.0,Presencial,Sudeste
2796,2797,2024-03-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21745,2200.0,Presencial,Sudeste
2797,2798,2023-05-20,São Paulo,iPhone 14,5500.0,1,Cliente_5327,5500.0,Presencial,Sudeste
2812,2813,2024-06-26,São Paulo,Notebook Dell,3500.0,1,Cliente_6243,3500.0,Presencial,Sudeste
2817,2818,2024-02-27,São Paulo,Mouse Gamer,120.0,1,Cliente_14033,120.0,Presencial,Sudeste
2821,2822,2024-09-22,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8502,2200.0,Presencial,Sudeste
2836,2837,2024-08-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_5665,250.0,Presencial,Sudeste
2852,2853,2023-09-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_19672,2200.0,Presencial,Sudeste
2856,2857,2023-04-26,São Paulo,Notebook HP,3200.0,1,Cliente_4950,3200.0,Presencial,Sudeste
2857,2858,2024-01-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_25199,1200.0,Presencial,Sudeste
2877,2878,2023-05-03,São Paulo,iPhone 14,5500.0,1,Cliente_6306,5500.0,Presencial,Sudeste
2881,2882,2023-02-09,São Paulo,"Monitor 27""",1200.0,3,Cliente_14507,3600.0,Presencial,Sudeste
2886,2887,2023-08-18,São Paulo,Cabo HDMI,40.0,1,Cliente_9478,40.0,Presencial,Sudeste
2892,2893,2023-11-25,São Paulo,Notebook HP,3200.0,1,Cliente_20704,3200.0,Presencial,Sudeste
2902,2903,2023-08-06,São Paulo,Notebook Dell,3500.0,1,Cliente_21780,3500.0,Presencial,Sudeste
2904,2905,2024-09-21,São Paulo,Cabo HDMI,40.0,1,Cliente_17200,40.0,Presencial,Sudeste
2930,2931,2023-05-06,São Paulo,Teclado Mecânico,250.0,2,Cliente_27345,500.0,Presencial,Sudeste
2946,2947,2024-02-04,São Paulo,"Monitor 27""",1200.0,1,Cliente_8363,1200.0,Presencial,Sudeste
2948,2949,2024-03-31,São Paulo,Teclado Mecânico,250.0,1,Cliente_26083,250.0,Presencial,Sudeste
2956,2957,2023-12-29,São Paulo,Notebook Dell,3500.0,3,Cliente_18271,10500.0,Presencial,Sudeste
2962,2963,2024-04-19,São Paulo,Cabo HDMI,40.0,1,Cliente_1472,40.0,Presencial,Sudeste
2970,2971,2024-08-26,São Paulo,iPhone 14,5500.0,1,Cliente_23421,5500.0,Presencial,Sudeste
2972,2973,2024-05-15,São Paulo,Mouse Gamer,120.0,1,Cliente_1332,120.0,Presencial,Sudeste
2990,2991,2023-11-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_7078,250.0,Presencial,Sudeste
2993,2994,2024-08-04,São Paulo,Notebook HP,3200.0,1,Cliente_17655,3200.0,Presencial,Sudeste
3006,3007,2024-02-29,São Paulo,Notebook HP,3200.0,1,Cliente_25852,3200.0,Presencial,Sudeste
3010,3011,2024-05-20,São Paulo,Notebook HP,3200.0,1,Cliente_21243,3200.0,Presencial,Sudeste
3011,3012,2024-05-19,São Paulo,Cabo HDMI,40.0,1,Cliente_7766,40.0,Presencial,Sudeste
3012,3013,2023-09-26,São Paulo,"Monitor 27""",1200.0,1,Cliente_3662,1200.0,Presencial,Sudeste
3015,3016,2024-04-20,São Paulo,iPhone 14,5500.0,1,Cliente_13165,5500.0,Presencial,Sudeste
3027,3028,2024-05-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_9275,1200.0,Presencial,Sudeste
3032,3033,2024-03-11,São Paulo,Mouse Gamer,120.0,1,Cliente_11890,120.0,Presencial,Sudeste
3036,3037,2023-08-25,São Paulo,Notebook Dell,3500.0,1,Cliente_4753,3500.0,Presencial,Sudeste
3063,3064,2024-07-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_21910,250.0,Presencial,Sudeste
3069,3070,2023-12-22,São Paulo,Notebook HP,3200.0,1,Cliente_18246,3200.0,Presencial,Sudeste
3070,3071,2024-04-23,São Paulo,Notebook Dell,3500.0,1,Cliente_12854,3500.0,Presencial,Sudeste
3077,3078,2024-08-05,São Paulo,Mouse Gamer,120.0,1,Cliente_22523,120.0,Presencial,Sudeste
3079,3080,2024-10-26,São Paulo,Mouse Gamer,120.0,2,Cliente_20706,240.0,Presencial,Sudeste
3080,3081,2023-09-03,São Paulo,Mouse Gamer,120.0,1,Cliente_7680,120.0,Presencial,Sudeste
3081,3082,2023-07-12,São Paulo,Mouse Gamer,120.0,2,Cliente_1550,240.0,Presencial,Sudeste
3088,3089,2023-06-03,São Paulo,iPhone 14,5500.0,1,Cliente_10725,5500.0,Presencial,Sudeste
3094,3095,2024-10-29,São Paulo,Notebook Dell,3500.0,1,Cliente_15126,3500.0,Presencial,Sudeste
3113,3114,2024-04-27,São Paulo,Cabo HDMI,40.0,2,Cliente_8979,80.0,Presencial,Sudeste
3116,3117,2023-07-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_9447,1200.0,Presencial,Sudeste
3121,3122,2024-03-23,São Paulo,Notebook Dell,3500.0,1,Cliente_20937,3500.0,Presencial,Sudeste
3126,3127,2023-11-19,São Paulo,Notebook HP,3200.0,3,Cliente_26984,9600.0,Presencial,Sudeste
3131,3132,2024-05-14,São Paulo,Mouse Gamer,120.0,1,Cliente_23646,120.0,Presencial,Sudeste
3141,3142,2023-03-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_828,1200.0,Presencial,Sudeste
3147,3148,2023-12-21,São Paulo,Notebook Dell,3500.0,1,Cliente_5547,3500.0,Presencial,Sudeste
3150,3151,2024-11-15,São Paulo,Notebook Dell,3500.0,1,Cliente_22681,3500.0,Presencial,Sudeste
3157,3158,2023-11-14,São Paulo,Mouse Gamer,120.0,1,Cliente_16671,120.0,Presencial,Sudeste
3158,3159,2024-06-06,São Paulo,Cabo HDMI,40.0,1,Cliente_4592,40.0,Presencial,Sudeste
3162,3163,2024-06-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_8952,250.0,Presencial,Sudeste
3167,3168,2023-09-24,São Paulo,Notebook Dell,3500.0,2,Cliente_3579,7000.0,Presencial,Sudeste
3173,3174,2024-05-28,São Paulo,Notebook HP,3200.0,1,Cliente_4081,3200.0,Presencial,Sudeste
3175,3176,2023-07-02,São Paulo,Notebook HP,3200.0,1,Cliente_24720,3200.0,Presencial,Sudeste
3176,3177,2024-07-14,São Paulo,Teclado Mecânico,250.0,2,Cliente_26835,500.0,Presencial,Sudeste
3178,3179,2023-02-11,São Paulo,Mouse Gamer,120.0,2,Cliente_20755,240.0,Presencial,Sudeste
3179,3180,2024-01-07,São Paulo,Notebook Dell,3500.0,1,Cliente_14165,3500.0,Presencial,Sudeste
3180,3181,2024-05-09,São Paulo,Notebook Dell,3500.0,2,Cliente_29730,7000.0,Presencial,Sudeste
3184,3185,2024-10-21,São Paulo,iPhone 14,5500.0,5,Cliente_23701,27500.0,Presencial,Sudeste
3194,3195,2023-10-19,São Paulo,Teclado Mecânico,250.0,1,Cliente_17308,250.0,Presencial,Sudeste
3207,3208,2024-08-24,São Paulo,Mouse Gamer,120.0,1,Cliente_27410,120.0,Presencial,Sudeste
3209,3210,2023-10-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_28508,1200.0,Presencial,Sudeste
3221,3222,2023-06-09,São Paulo,Cabo HDMI,40.0,1,Cliente_24350,40.0,Presencial,Sudeste
3224,3225,2024-01-18,São Paulo,Teclado Mecânico,250.0,1,Cliente_1509,250.0,Presencial,Sudeste
3225,3226,2024-07-06,São Paulo,iPhone 14,5500.0,1,Cliente_14138,5500.0,Presencial,Sudeste
3229,3230,2023-07-10,São Paulo,Teclado Mecânico,250.0,2,Cliente_14888,500.0,Presencial,Sudeste
3231,3232,2023-02-03,São Paulo,Notebook HP,3200.0,1,Cliente_850,3200.0,Presencial,Sudeste
3247,3248,2023-11-18,São Paulo,"Monitor 27""",1200.0,2,Cliente_13321,2400.0,Presencial,Sudeste
3251,3252,2023-09-09,São Paulo,Mouse Gamer,120.0,1,Cliente_13871,120.0,Presencial,Sudeste
3257,3258,2023-12-01,São Paulo,Teclado Mecânico,250.0,1,Cliente_16699,250.0,Presencial,Sudeste
3259,3260,2023-09-09,São Paulo,Mouse Gamer,120.0,1,Cliente_23100,120.0,Presencial,Sudeste
3269,3270,2024-07-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_23466,250.0,Presencial,Sudeste
3272,3273,2024-05-22,São Paulo,iPhone 14,5500.0,1,Cliente_112,5500.0,Presencial,Sudeste
3277,3278,2023-06-10,São Paulo,iPhone 14,5500.0,5,Cliente_16686,27500.0,Presencial,Sudeste
3287,3288,2023-03-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_13476,250.0,Presencial,Sudeste
3294,3295,2023-06-09,São Paulo,Cabo HDMI,40.0,1,Cliente_10874,40.0,Presencial,Sudeste
3315,3316,2024-09-21,São Paulo,Smartphone Samsung,2200.0,1,Cliente_4312,2200.0,Presencial,Sudeste
3316,3317,2024-10-10,São Paulo,iPhone 14,5500.0,1,Cliente_3863,5500.0,Presencial,Sudeste
3323,3324,2023-03-24,São Paulo,Teclado Mecânico,250.0,1,Cliente_3987,250.0,Presencial,Sudeste
3326,3327,2023-09-02,São Paulo,Smartphone Samsung,2200.0,2,Cliente_24712,4400.0,Presencial,Sudeste
3332,3333,2024-07-11,São Paulo,Notebook HP,3200.0,3,Cliente_7129,9600.0,Presencial,Sudeste
3333,3334,2023-02-13,São Paulo,iPhone 14,5500.0,1,Cliente_1533,5500.0,Presencial,Sudeste
3335,3336,2023-11-12,São Paulo,Notebook Dell,3500.0,1,Cliente_5173,3500.0,Presencial,Sudeste
3338,3339,2024-01-22,São Paulo,Notebook HP,3200.0,1,Cliente_4645,3200.0,Presencial,Sudeste
3341,3342,2023-06-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_10516,250.0,Presencial,Sudeste
3345,3346,2023-03-23,São Paulo,Teclado Mecânico,250.0,1,Cliente_16520,250.0,Presencial,Sudeste
3346,3347,2023-08-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_18205,250.0,Presencial,Sudeste
3348,3349,2023-03-18,São Paulo,Cabo HDMI,40.0,1,Cliente_25612,40.0,Presencial,Sudeste
3363,3364,2023-07-24,São Paulo,Notebook HP,3200.0,1,Cliente_23047,3200.0,Presencial,Sudeste
3369,3370,2024-04-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_6849,1200.0,Presencial,Sudeste
3375,3376,2023-09-01,São Paulo,Notebook Dell,3500.0,1,Cliente_14166,3500.0,Presencial,Sudeste
3377,3378,2024-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_22311,40.0,Presencial,Sudeste
